"appid","name","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever","average_2weeks","median_forever","median_2weeks","price"
321490,"MotoGP14 Compact",4021,1638,2273,1232,531,734,504,7,738,7,199
410470,"Expander",4021,1638,2273,1232,0,0,173,0,221,0,299
489470,"Hide and Secret Treasure of the Ages",3497,1528,2273,1232,0,0,287,0,209,0,50
513610,"Madrobot X",3322,1489,2273,1232,531,1039,113,1,130,1,99
450650,"Polyology",4196,1674,2273,1232,0,0,207,0,225,0,169
350220,"Dead Sea",3497,1528,2273,1232,531,1039,38,31,38,31,336
38170,"Cradle of Rome",2798,1366,2273,1232,0,0,2732,0,1737,0,999
400500,"MadOut Ice Storm",2972,1408,2273,1232,531,1039,587,1285,51,1285,699
201330,"Max Payne (IT)",3322,1489,2273,1232,531,1039,228,1,270,1,0
270830,"Global ATC Simulator",2448,1278,2273,1232,0,0,466,0,595,0,3199
530540,"mr.President Prologue Episode",3847,1602,2273,1232,874,764,154,131,172,137,99
495960,"The Secret Monster Society: Chapter One",3847,1602,2273,1232,512,1003,240,196,283,196,416
456590,"MyDream Swift",2448,1278,2273,1232,512,1003,101,14,83,14,99
491030,"The Last Error",3847,1602,2273,1232,521,721,182,106,200,106,79
386340,"MegaSphere",2798,1366,2273,1232,512,1003,148,35,117,35,1499
339500,"Blasted Fortress",3322,1489,2273,1232,531,1039,261,297,296,297,124
352130,"Locoland",4021,1638,2273,1232,0,0,171,0,180,0,99
405550,"Jet Set Knights",2972,1408,2273,1232,0,0,118,0,131,0,399
396230,"VERSUS: The Lost Ones",2972,1408,2273,1232,0,0,271,0,357,0,299
453700,"prog.1",3147,1449,2273,1232,0,0,141,0,188,0,99
441050,"Polandball: Can into Space!",2623,1323,2273,1232,531,1039,237,12,206,12,149
521940,"Space Incident",4021,1638,2273,1232,782,883,210,200,243,230,237
535760,"Unforgiving Trials: The Space Crusade",4021,1638,2273,1232,874,764,140,189,191,194,99
477730,"Eador. Imperium",2798,1366,2273,1232,531,1039,187,2,101,2,1399
443570,"DreamBreak",3497,1528,2273,1232,0,0,91,0,127,0,349
251020,"Railroad X",2972,1408,2273,1232,0,0,2381,0,40,0,599
36150,"Westward",3147,1449,2273,1232,0,0,352,0,384,0,1399
522030,"Eclipse: New Dawn for the Galaxy",2273,1232,2273,1232,1537,1737,578,434,581,648,1499
386900,"The Cat Machine",2623,1323,2273,1232,0,0,176,0,189,0,499
488760,"Left-Hand Path",2623,1323,2273,1232,521,721,61,88,57,88,2299
489580,"AWA",3847,1602,2273,1232,1748,1080,164,147,177,175,359
520820,"Dawn's Light",2798,1366,2273,1232,1062,1470,441,719,546,1209,101
444530,"Light Repair Team #4",2448,1278,2273,1232,0,0,27,0,45,0,535
217120,"WavesÂ²",2273,1232,2273,1232,521,721,79,16,69,16,799
443450,"LASTFIGHT",2273,1232,2273,1232,0,0,54,0,66,0,1499
529500,"ALONE? - VR",1593,1271,2124,2079,0,0,124,0,154,0,1004
264970,"Flow DJ Software",2124,2079,2124,2079,0,0,921,0,88,0,0
534000,"Fast Action Hero",1327,1161,2124,2079,0,0,14,0,13,0,959
476930,"FourChords Guitar Karaoke",1304,1140,2124,2079,0,0,166,0,201,0,1999
378020,"Protocol",18534,3518,2123,1468,0,0,11,0,16,0,99
409170,"Contract",8917,2440,2123,1468,0,0,80,0,71,0,299
388960,"Torn Tales",2448,1278,2123,1468,0,0,102,0,171,0,0
334280,"Lost Sea",2273,1232,2123,1468,0,0,73,0,79,0,599
448630,"Rabiez: Epidemic",69065,6790,2098,1183,531,1039,2020,853,130,853,49
358340,"Word Rescue",55427,6083,2098,1183,512,1003,26,2,23,2,499
358320,"Realms of Chaos",55601,6093,2098,1183,0,0,13,0,7,0,499
358420,"Xenophage",52104,5898,2098,1183,0,0,10,0,1,0,0
46840,"Ironclads: Chincha Islands War 1866",37942,5033,2098,1183,0,0,2791,0,4171,0,199
386320,"Naninights",42488,5326,2098,1183,0,0,1824,0,12,0,0
406110,"Asdivine Hearts",25528,4128,2098,1183,0,0,133,0,47,0,999
305500,"Trapped Dead: Lockdown",15911,3259,2098,1183,0,0,1826,0,198,0,99
406410,"Minigolf VR",17310,3399,2098,1183,0,0,21,0,30,0,1999
509860,"Baezult",18709,3534,2098,1183,512,1003,28,1,35,1,0
294710,"Putt-Putt and Pep's Dog on a Stick",18009,3467,2098,1183,521,721,45,1,64,1,199
476510,"Cally's Trials",17135,3382,2098,1183,521,721,76,81,92,81,139
308320,"Total Pro Golf 3",10666,2668,2098,1183,0,0,193,0,96,0,499
512630,"VR Gallery",17834,3451,2098,1183,512,1003,5,3,6,3,0
348430,"Quell Reflect",14862,3150,2098,1183,0,0,119,0,132,0,99
344030,"Ghost Pirates of Vooju Island",13988,3056,2098,1183,531,1039,186,839,96,839,339
394480,"Ringies",13813,3037,2098,1183,0,0,465,0,25,0,399
336930,"Redux: Dark Matters",12414,2879,2098,1183,0,0,220,0,70,0,1299
389270,"Abandoned",12939,2939,2098,1183,531,1039,1477,2380,96,2380,49
467210,"Evo Explores",12939,2939,2098,1183,1061,1469,45,10,67,14,97
312220,"Tales of Adventure 2",10316,2624,2098,1183,0,0,46,0,55,0,999
390870,"Circuit Breakers",14512,3113,2098,1183,512,1003,47,4,53,4,399
294390,"Escape The Lost Kingdom: The Forgotten Pharaoh",11190,2733,2098,1183,0,0,149,0,155,0,124
315330,"All Guns On Deck",9267,2487,2098,1183,0,0,133,0,173,0,803
335890,"Nanofights",10666,2668,2098,1183,0,0,62,0,15,0,99
42870,"Rise of Prussia",11190,2733,2098,1183,0,0,119,0,57,0,0
420910,"Store Manager: Cellular Edition",11365,2754,2098,1183,0,0,25,0,21,0,699
282680,"Warring States",8043,2317,2098,1183,0,0,171,0,189,0,1999
399260,"Alice's Mom's Rescue",10316,2624,2098,1183,0,0,572,0,264,0,199
525540,"Six Feet Under",10141,2602,2098,1183,782,883,7,3,11,3,0
538950,"Plenty: Skyhearth",8917,2440,2098,1183,525,591,6,15,8,15,0
386400,"Foosball: World Tour",7344,2214,2098,1183,512,1003,34,17,21,17,539
356510,"Soccer Rage",9617,2534,2098,1183,0,0,12,0,16,0,499
336630,"Crash And Burn Racing",8043,2317,2098,1183,0,0,102,0,64,0,79
514390,"PooShooter: Toilet Invaders",8393,2367,2098,1183,531,1039,7,2,9,2,0
368470,"GeoVox",8568,2392,2098,1183,531,1039,27,2,28,2,739
37310,"DinerTown Detective Agency",5071,1840,2098,1183,0,0,158,0,220,0,599
526430,"Project ""Fire""",9617,2534,2098,1183,512,1003,39,1,43,1,0
347520,"Legends of Atlantis: Exodus",10141,2602,2098,1183,0,0,280,0,306,0,139
406720,"Alekhine's Gun",3322,1489,2098,1183,0,0,522,0,589,0,999
337670,"Default Dan",6644,2106,2098,1183,512,1003,43,31,34,31,599
37350,"Parking Dash",4721,1775,2098,1183,0,0,424,0,464,0,0
456130,"Space Scaven",6994,2161,2098,1183,1062,1470,464,588,305,1175,197
460640,"Breached",2798,1366,2098,1183,0,0,126,0,201,0,349
289910,"Ropeway Simulator 2014",6294,2050,2098,1183,0,0,831,0,1198,0,299
370160,"Front Wars",2972,1408,2098,1183,531,1039,490,787,330,787,349
454430,"Crystal Chip Collector",3672,1565,2098,1183,0,0,207,0,234,0,499
352640,"The Indie Mixtape",3322,1489,2098,1183,0,0,98,0,120,0,199
534460,"Let Hawaii Happen VR",8218,2342,2098,1183,521,721,8,6,8,6,0
544510,"Organ Quarter Pre-Alpha Demo",7518,2240,2098,1183,1399,966,17,22,16,34,0
19320,"Space Ark",5770,1963,2098,1183,0,0,28,0,32,0,499
328440,"Deadlock - Planetary Conquest",6819,2134,2098,1183,0,0,106,0,108,0,97
388970,"iZBOT",2798,1366,2098,1183,0,0,118,0,129,0,199
345430,"The Cursed Forest",3497,1528,2098,1183,796,899,155,65,189,68,714
466240,"Deceit",3672,1565,2098,1183,531,1039,175,88,92,88,1499
268930,"Malevolence: The Sword of Ahkranox",2623,1323,2098,1183,0,0,124,0,136,0,1499
477750,"Thirty Years' War",5595,1933,2098,1183,512,1003,228,1,209,1,1847
526250,"GEARGUNS - Tank offensive",4196,1674,2098,1183,782,883,215,173,257,179,79
379530,"Fate Tectonics",2098,1183,2098,1183,531,734,270,497,242,497,999
445040,"Sorcery! Part 3",5420,1902,2098,1183,0,0,987,0,1328,0,499
509930,"NightmareZ",2798,1366,2098,1183,796,899,213,167,235,203,199
440420,"True Fear: Forsaken Souls Part 1",2798,1366,2098,1183,1049,837,305,404,451,420,974
397360,"Magician's Apprentice",3322,1489,2098,1183,0,0,197,0,221,0,599
423950,"Deadlight Director’s Cut",3322,1489,2098,1183,512,1003,135,2,129,2,679
483970,"Directionless",2798,1366,2098,1183,0,0,18,0,14,0,99
428440,"Chasing Dead",2798,1366,2098,1183,0,0,95,0,99,0,999
439310,"Until I Have You",2798,1366,2098,1183,0,0,183,0,288,0,349
449250,"A Little Lily Princess",3322,1489,2098,1183,531,1039,383,1,584,1,1004
371710,"Age of Castles: Warlords",3672,1565,2098,1183,0,0,226,0,276,0,49
477310,"Space Hole",3497,1528,2098,1183,531,1039,123,4,172,4,49
424030,"War of Rights",2098,1183,2098,1183,782,883,200,21,97,28,0
404550,"Dead Acres",2448,1278,2098,1183,531,1039,138,14,191,14,499
426170,"Defragmented",4021,1638,2098,1183,531,1039,174,102,186,102,749
377980,"UNDEADS",3147,1449,2098,1183,0,0,401,0,463,0,299
411620,"Pane In The Glass",3147,1449,2098,1183,0,0,12,0,15,0,499
263640,"CDF Ghostship",3497,1528,2098,1183,512,1003,34,1,41,1,999
335940,"Mech Marines: Steel March",2972,1408,2098,1183,0,0,82,0,86,0,799
400200,"The Mystery of a Lost Planet",2448,1278,2098,1183,0,0,252,0,266,0,249
490860,"DashBored",4196,1674,2098,1183,531,734,235,154,312,154,124
295810,"Air Control",3497,1528,2098,1183,0,0,44,0,55,0,0
374140,"Gravity Core - Braintwisting Space Odyssey",2623,1323,2098,1183,0,0,230,0,243,0,999
398160,"Shapes of Gray",3497,1528,2098,1183,0,0,253,0,272,0,174
354400,"Tadpole Treble",2623,1323,2098,1183,531,734,351,9,472,9,649
361320,"Casino Inc",2098,1183,2098,1183,512,1003,464,1,365,1,359
508450,"NASCAR Heat Evolution",2098,1183,2098,1183,874,764,2744,437,3037,745,3699
369530,"Void Destroyer 2",2273,1232,2098,1183,525,591,1137,531,1668,531,1274
511670,"Marwin and The Evolution Stone",3672,1565,2098,1183,1592,1800,162,169,175,193,49
421630,"A Study in Steampunk: Choice by Gaslight",3147,1449,2098,1183,0,0,248,0,403,0,399
24600,"Trainz 2009: Railroad Simulator",2273,1232,2098,1183,0,0,1301,0,1203,0,0
488330,"Highway to the Moon",2972,1408,2098,1183,1327,1161,197,214,214,273,639
373920,"Eisenhorn: XENOS",2798,1366,2098,1183,531,1039,290,68,457,68,1999
337760,"Decisive Campaigns: The Blitzkrieg from Warsaw to Paris",2798,1366,2098,1183,0,0,926,0,514,0,1849
486170,"Bathory - The Bloody Countess",2798,1366,2098,1183,0,0,153,0,170,0,299
446040,"BLADE ARCUS from Shining",2448,1278,2098,1183,699,683,197,50,169,74,1819
385440,"Buff Knight Advanced",2623,1323,2098,1183,0,0,323,0,452,0,149
444270,"Hypersensitive Bob",3147,1449,2098,1183,531,1039,125,18,204,18,149
353280,"Metamorphabet",2448,1278,2098,1183,0,0,61,0,80,0,199
366510,"Ruzar - The Life Stone",2098,1183,2098,1183,0,0,1952,0,300,0,649
409280,"Blue Sheep",3147,1449,2098,1183,531,1039,137,279,166,279,199
496600,"Partical City Guardians",2798,1366,2098,1183,0,0,155,0,143,0,99
302910,"The House",4196,1674,2098,1183,0,0,30,0,29,0,499
504100,"Russian VR Coasters",2098,1183,2098,1183,521,721,284,237,333,237,575
302970,"Radiant Defense",2273,1232,2098,1183,512,1003,559,74,593,74,249
36130,"Tradewinds Caravans",3322,1489,2098,1183,531,1039,330,26,472,26,1399
436060,"Lolly Joe",3322,1489,2098,1183,0,0,218,0,236,0,349
479150,"BoX -containment-",2798,1366,2098,1183,0,0,338,0,408,0,499
236290,"Cranky Cat",2972,1408,2098,1183,0,0,65,0,54,0,299
285400,"A-Train 9",2448,1278,2098,1183,0,0,374,0,91,0,0
210430,"Max Payne 2 IT",2798,1366,2098,1183,531,1039,318,122,362,122,0
314220,"Bombing Bastards",2623,1323,2098,1183,0,0,138,0,195,0,499
327150,"Deadstone",2798,1366,2098,1183,0,0,804,0,1132,0,359
29530,"Lineage II: The Chaotic Throne",3147,1449,2098,1183,0,0,189,0,211,0,0
372350,"Tumbleweed Express",2623,1323,2098,1183,0,0,81,0,104,0,399
525610,"Hardware Engineering",2448,1278,2098,1183,512,1003,66,223,78,223,599
275830,"7 Wonders: Magical Mystery Tour",3672,1565,2098,1183,0,0,425,0,328,0,599
36300,"Cake Mania Main Street",2273,1232,2098,1183,0,0,880,0,906,0,699
379370,"Mobile Light Force",2972,1408,2098,1183,0,0,40,0,46,0,499
516560,"The Odyssey",3497,1528,2098,1183,874,764,181,155,196,161,349
431000,"DEFENDERS",2798,1366,2098,1183,0,0,289,0,347,0,99
462830,"Airline Director 2 - Tycoon Game",2273,1232,2098,1183,0,0,442,0,61,0,499
545580,"GO AWAY, THERE'S KUMIS OVER THERE!",2972,1408,2098,1183,782,883,127,38,165,45,99
515650,"Straimium Immortaly",3322,1489,2098,1183,531,734,210,16,264,16,349
434880,"Hieroglyphika",3147,1449,2098,1183,521,721,126,20,142,20,499
306370,"World of Subways 1  The Path",2098,1183,2098,1183,531,734,224,380,267,380,999
48150,"Voodoo Dice",2798,1366,2098,1183,0,0,72,0,45,0,499
439490,"BLUE REVOLVER",2448,1278,2098,1183,531,734,143,2,209,2,1004
412790,"Adventure Time: Magic Man's Head Games",2273,1232,2098,1183,531,1039,101,66,104,66,499
453300,"A Healer Only Lives Twice",2098,1183,2098,1183,531,1039,92,99,101,99,399
461490,"Kaboom Monsters",2623,1323,2098,1183,512,1003,255,345,261,345,101
372970,"Cash_Out",2448,1278,2098,1183,0,0,132,0,131,0,499
397940,"No Time To Live",2098,1183,2098,1183,0,0,118,0,122,0,49
352890,"Caravan",2098,1183,2098,1183,512,1003,513,1250,387,1250,989
370490,"ASCII Attack",3672,1565,2098,1183,0,0,164,0,166,0,101
447950,"Bad Caterpillar",3672,1565,2098,1183,1043,1019,165,142,170,199,74
437100,"My Night Job",2623,1323,2098,1183,0,0,206,0,67,0,199
386560,"Psycho Starship Rampage",2623,1323,2098,1183,0,0,421,0,490,0,999
400880,"Ultimate Rock Crawler",2273,1232,2098,1183,0,0,38,0,44,0,499
293280,"Wander",2273,1232,2098,1183,0,0,82,0,70,0,899
33500,"Hired Guns: The Jagged Edge",2273,1232,2098,1183,0,0,614,0,603,0,0
358310,"Blake Stone: Planet Strike",55951,6112,2086,1442,0,0,116,0,95,0,499
456210,"A Land Fit For Heroes",17310,3399,2086,1442,512,1003,19,1,21,1,669
326130,"Monument Builders: Alcatraz",17834,3451,2086,1442,0,0,2125,0,197,0,209
316740,"Biglands: A Game Made By Kids",9442,2511,2086,1442,0,0,41,0,50,0,499
323680,"Caffeine",12589,2899,2086,1442,0,0,9,0,10,0,1999
361620,"True Bliss",12239,2858,2086,1442,0,0,25,0,33,0,139
445860,"Toy Plane Heroes",1748,1080,2086,1442,0,0,41,0,32,0,999
422640,"VR Karts SteamVR",2347,1530,2086,1442,0,0,77,0,108,0,899
47110,"Escape from Paradise",2347,1530,2086,1442,0,0,278,0,167,0,999
495980,"Selma and the Wisp",2868,1691,2086,1442,0,0,22,0,26,0,499
361130,"Card Dungeon",1923,1133,2086,1442,0,0,153,0,177,0,239
464490,"The Afterglow of Grisaia",2607,1613,2086,1442,1062,1470,73,1,101,1,719
522040,"Princess Remedy In A Heap of Trouble",2347,1530,2086,1442,1043,1020,93,86,111,97,269
370840,"Rugby Challenge 3",2347,1530,2086,1442,1564,1249,2947,260,4057,357,4995
292680,"Princess Isabella - Rise of an Heir",3672,1565,2086,1442,0,0,269,0,390,0,0
349110,"Medieval Engineers - Mod SDK",259823,13167,1923,1133,0,0,1,0,1,0,0
501970,"Phantasmagoria 2",66442,6660,1923,1133,512,1003,50,120,48,120,401
358370,"Terminal Velocity",54902,6054,1923,1133,0,0,21,0,9,0,699
358170,"Arctic Adventure",52104,5898,1923,1133,0,0,59,0,87,0,0
496760,"Gabriel Knight 2: The Beast Within",42488,5326,1923,1133,0,0,191,0,236,0,401
495700,"Gabriel Knight: Sins of the Fathers",41439,5260,1923,1133,0,0,340,0,242,0,401
99920,"Spiral Knights Preview",47209,5614,1923,1133,0,0,278,0,325,0,0
485800,"Runeous: Part One",27276,4267,1923,1133,521,721,14,27,18,27,0
368770,"President for a Day - Floodings",18184,3484,1923,1133,0,0,60,0,33,0,149
328430,"Rex Nebular and the Cosmic Gender Bender",18883,3551,1923,1133,0,0,1454,0,87,0,97
436940,"Quar: Battle for Gate 18",18184,3484,1923,1133,531,1039,21,10,23,10,1699
305660,"Virus 14",13114,2959,1923,1133,0,0,16,0,17,0,699
363960,"Devils & Demons",15736,3241,1923,1133,531,1039,332,171,573,171,679
386870,"Playing History 2 - Slave Trade",13463,2998,1923,1133,0,0,36,0,46,0,99
360880,"Nightfall: Escape",12764,2919,1923,1133,512,1003,163,10,234,10,749
351410,"Clean'Em Up",17135,3382,1923,1133,0,0,94,0,24,0,0
288750,"Hotel Collectors Edition",12589,2899,1923,1133,0,0,149,0,133,0,209
364060,"Capsule Force",13463,2998,1923,1133,512,1003,14,6,7,6,499
371690,"Pixel Space",13813,3037,1923,1133,0,0,44,0,33,0,124
354560,"We Are Legion",9791,2557,1923,1133,0,0,144,0,182,0,999
375550,"DungeonRift",12414,2879,1923,1133,0,0,113,0,58,0,499
473490,"Rapid Squirrel",9966,2579,1923,1133,0,0,56,0,8,0,0
328880,"Space Legends: At the Edge of the Universe",12239,2858,1923,1133,531,1039,263,255,316,255,99
347250,"F-19 Stealth Fighter",12239,2858,1923,1133,0,0,30,0,16,0,174
454160,"Dark Fear",8917,2440,1923,1133,0,0,214,0,237,0,399
347930,"Hatland Adventures",7868,2292,1923,1133,0,0,10,0,13,0,299
327210,"Cheesecake Cool Conrad",11715,2797,1923,1133,0,0,13,0,11,0,124
377720,"Idol Magical Girl Chiru Chiru Michiru Part 2",7868,2292,1923,1133,531,1039,138,1,165,1,999
280200,"Eterium",6819,2134,1923,1133,0,0,237,0,340,0,124
531190,"HEBEREKE!: March! Red Army Girls' Brigade",10316,2624,1923,1133,521,721,92,2,60,2,0
338830,"Star Nomad",7518,2240,1923,1133,0,0,41,0,48,0,199
276240,"My Vet Practice: In the Country",5770,1963,1923,1133,0,0,155,0,50,0,399
339840,"The Moment of Silence",9267,2487,1923,1133,0,0,786,0,1215,0,374
350620,"Sandmason",9442,2511,1923,1133,0,0,41,0,36,0,99
395500,"Rot Gut",8393,2367,1923,1133,0,0,29,0,37,0,199
37380,"Valerie Porter",4721,1775,1923,1133,0,0,97,0,126,0,599
38160,"Farm Frenzy 3 American Pie",4371,1708,1923,1133,0,0,577,0,133,0,999
340290,"Dr.Green",5420,1902,1923,1133,0,0,64,0,62,0,89
313210,"Alpha Zylon",7169,2188,1923,1133,0,0,36,0,36,0,124
498570,"Extreme Forklifting 2",3147,1449,1923,1133,531,1039,41,1,48,1,99
381900,"Bard's Gold",3147,1449,1923,1133,0,0,647,0,936,0,299
527990,"Gladiator Trainer",4021,1638,1923,1133,1062,1470,151,1,182,1,199
335700,"I am weapon: Revival",4021,1638,1923,1133,531,1039,214,305,242,305,159
21750,"CSI: NY - The Game",2972,1408,1923,1133,0,0,486,0,541,0,0
38100,"Build-A-Lot 3",4196,1674,1923,1133,0,0,521,0,448,0,999
361040,"Doom & Destiny Advanced",3672,1565,1923,1133,531,1039,2312,44,2007,44,799
425150,"Assassins vs Pirates",3497,1528,1923,1133,0,0,191,0,166,0,599
317730,"REVERSE SIDE",2623,1323,1923,1133,0,0,103,0,158,0,1399
393240,"Sir! I'd Like To Report A Bug!",4371,1708,1923,1133,0,0,196,0,202,0,135
524120,"Raptor Valley",4546,1742,1923,1133,512,1003,15,4,20,4,539
450050,"Yon Paradox",4546,1742,1923,1133,531,1039,44,6,37,6,89
317950,"KEL Reaper of Entropy",5245,1871,1923,1133,0,0,62,0,68,0,139
457810,"Sky To Fly: Soulless Leviathan",2798,1366,1923,1133,0,0,81,0,99,0,299
377120,"Chronicle Keepers: The Dreaming Garden",4021,1638,1923,1133,0,0,274,0,336,0,99
488460,"Zeus Quest Remastered",3847,1602,1923,1133,0,0,161,0,211,0,489
447200,"The Men of Yoshiwara: Ohgiya",2448,1278,1923,1133,521,721,452,47,600,47,527
359400,"Why Am I Dead At Sea",2972,1408,1923,1133,531,1039,520,1,668,1,499
387430,"The Viceroy",2098,1183,1923,1133,0,0,371,0,634,0,1999
426690,"Narcissu 10th Anniversary Anthology Project",4371,1708,1923,1133,0,0,14,0,16,0,224
433320,"Marvel: Ultimate Alliance 2",4021,1638,1923,1133,0,0,465,0,649,0,1999
350210,"Mighty Switch Force! Academy",2798,1366,1923,1133,0,0,64,0,71,0,669
440550,"RunGunJumpGun",3147,1449,1923,1133,1224,904,36,42,39,59,319
455120,"Stay Close",3847,1602,1923,1133,782,883,113,127,151,162,791
454570,"I Am Caligula",3672,1565,1923,1133,0,0,317,0,359,0,89
38180,"Cradle of Persia",2273,1232,1923,1133,0,0,3848,0,4318,0,999
454410,"GIGA WRECKER",1923,1133,1923,1133,782,883,204,281,203,387,1499
527770,"Russian SuperHero Dead Ivan",2972,1408,1923,1133,699,683,164,154,177,154,49
7340,"Azada",1923,1133,1923,1133,0,0,297,0,336,0,499
450060,"Insane Decay of Mind",3847,1602,1923,1133,521,721,63,24,76,24,89
511330,"Farm Life: Natures Adventure",2273,1232,1923,1133,531,734,170,62,206,62,101
517470,"King of Booze: Drinking Game",3147,1449,1923,1133,1224,904,188,89,173,138,299
8620,"Attack on Pearl Harbor",2798,1366,1923,1133,0,0,639,0,819,0,0
365320,"Quadrant",3672,1565,1923,1133,0,0,137,0,171,0,249
316810,"Shadowcrypt",2448,1278,1923,1133,0,0,110,0,64,0,199
321370,"Sign Motion",2972,1408,1923,1133,0,0,113,0,170,0,999
447100,"XLR",4021,1638,1923,1133,0,0,26,0,32,0,499
349450,"Dark Forester",4021,1638,1923,1133,0,0,11,0,13,0,449
368080,"Aurion, legacy of the Kori-Odan",2972,1408,1923,1133,0,0,475,0,708,0,1199
458380,"Gahkthun of the Golden Lightning Steam Edition",2623,1323,1923,1133,531,1039,924,1,684,1,2589
413830,"Overdosed - A Trip To Hell",3147,1449,1923,1133,0,0,171,0,217,0,699
382130,"Exile's End",2273,1232,1923,1133,0,0,179,0,160,0,602
415890,"Crystal Picnic",3322,1489,1923,1133,512,1003,108,1,133,1,133
428220,"TurnOn",3322,1489,1923,1133,512,1003,210,75,271,75,494
340570,"WolfWars",2273,1232,1923,1133,0,0,102,0,133,0,499
298790,"Rock Boshers DX: Director's Cut",2623,1323,1923,1133,0,0,100,0,123,0,179
362380,"Push Me Pull You",2448,1278,1923,1133,531,1039,47,7,52,7,1199
521210,"Timore 5",3672,1565,1923,1133,531,1039,155,52,152,52,799
396320,"Tank Battle: 1944",2798,1366,1923,1133,782,883,311,97,324,109,499
293420,"Heldric - The legend of the shoemaker",2798,1366,1923,1133,0,0,60,0,48,0,899
518650,"illumine",2273,1232,1923,1133,0,0,213,0,297,0,449
432980,"INVERSUS",2623,1323,1923,1133,0,0,162,0,186,0,989
452970,"Asemblance",2098,1183,1923,1133,531,1039,107,1,133,1,499
511750,"Showdown Adventure",2972,1408,1923,1133,521,721,125,150,171,150,299
361970,"Weather Lord: The Successor's Path",2798,1366,1923,1133,0,0,216,0,294,0,99
542430,"Remaining in a dream",2098,1183,1923,1133,1748,1080,176,196,210,213,99
373410,"The Kindred",2448,1278,1923,1133,0,0,98,0,89,0,749
453770,"Forgotten Tales: Day of the Dead",2798,1366,1923,1133,512,1003,379,20,494,20,524
529480,"Chopper: Lethal darkness",2798,1366,1923,1133,1043,1019,127,48,167,49,359
497720,"Funfair Ride Simulator 3",2448,1278,1923,1133,531,1039,208,93,234,93,599
24220,"Everquest: House of Thule",3322,1489,1923,1133,0,0,3770,0,4978,0,0
270510,"EPOCH",3322,1489,1923,1133,0,0,161,0,140,0,999
341380,"Countless Rooms of Death",3147,1449,1923,1133,0,0,117,0,140,0,49
450290,"Assault on Arnhem",3147,1449,1923,1133,0,0,257,0,311,0,499
301500,"BOMB",2273,1232,1923,1133,0,0,400,0,73,0,319
278550,"A-Train 9 V4.0 : Japan Rail Simulator",2448,1278,1923,1133,699,683,3707,3136,2100,3295,3574
398890,"Zombie Gotchi",2098,1183,1923,1133,0,0,325,0,369,0,699
527510,"The Legions of Rome",2273,1232,1923,1133,1025,1418,130,36,157,36,74
266470,"Dark Horizons: Mechanized Corps",1923,1133,1923,1133,531,1039,1187,8522,1746,8522,1499
361890,"Chronostorm: Siberian Border",3147,1449,1923,1133,0,0,133,0,220,0,49
40210,"ItzaZoo",2972,1408,1923,1133,0,0,956,0,1211,0,899
342550,"Phantasmal",3497,1528,1923,1133,0,0,79,0,55,0,1124
457530,"My Lady",3147,1449,1923,1133,0,0,34,0,33,0,99
453680,"MiniGolf Mania",1923,1133,1923,1133,0,0,38,0,56,0,299
395900,"Backgammon Blitz",2798,1366,1923,1133,0,0,263,0,327,0,159
459090,"Masquerada: Songs and Shadows",2798,1366,1923,1133,0,0,372,0,410,0,2299
487590,"Pepe Porcupine",5420,1902,1923,1133,782,883,158,185,189,199,299
284580,"ZAMB! Biomutant Extermination",3847,1602,1923,1133,0,0,22,0,21,0,124
290020,"LogicBots",2273,1232,1923,1133,531,1039,482,20,527,20,1339
363110,"NOBUNAGA'S AMBITION: Tendou with Power Up Kit",2273,1232,1923,1133,0,0,5742,0,2663,0,2549
464880,"Stars in Shadow",2448,1278,1923,1133,531,1039,325,31,234,31,1540
354230,"Devouring Stars",2273,1232,1923,1133,0,0,232,0,260,0,999
452860,"Mad Bullets",2273,1232,1923,1133,531,1039,349,91,276,91,99
307620,"Curses 'N Chaos",2448,1278,1923,1133,512,1003,25,53,35,53,249
493980,"Green Ranch",2273,1232,1923,1133,699,683,161,133,166,140,599
451010,"Kittypocalypse",1923,1133,1923,1133,796,899,189,253,225,427,1599
364840,"N2O",2623,1323,1923,1133,512,1003,185,18,243,18,499
418150,"The Madness of Little Emma",2623,1323,1923,1133,0,0,221,0,294,0,179
409730,"Death by Game Show",2623,1323,1923,1133,0,0,100,0,141,0,199
448580,"Dead End Road",4021,1638,1923,1133,0,0,104,0,52,0,194
527790,"Cranium Conundrum",2972,1408,1923,1133,782,883,108,68,158,90,599
405000,"UTOPIA 9 - A Volatile Vacation",2448,1278,1923,1133,521,721,266,138,248,138,563
496590,"Crystal Cosmos",2623,1323,1923,1133,0,0,120,0,150,0,199
463980,"Solitairica",2098,1183,1923,1133,0,0,395,0,517,0,599
495320,"Ancient VR coaster",2098,1183,1923,1133,0,0,32,0,51,0,99
303530,"Sentris",2273,1232,1923,1133,512,1003,43,19,51,19,1199
389190,"Goblins and Grottos",2098,1183,1923,1133,1061,1469,70,170,67,337,779
463680,"Guardians of Ember",1923,1133,1923,1133,1049,837,217,96,250,71,0
511800,"ONRAID",1923,1133,1923,1133,531,1039,1143,546,2172,546,999
498030,"Barnyard Mahjong 3",2273,1232,1923,1133,512,1003,150,6,149,6,199
443260,"Hero Generations: ReGen",2273,1232,1923,1133,0,0,197,0,268,0,899
464830,"The Great Whale Road",2098,1183,1923,1133,1025,1418,327,810,308,1464,1274
